source,issue,PS1,PS2,PS3,y'1,y'2,y'3,y_PS,y''_PS,ACC_AI_PS
angular,"I have built an angular 11 app with routing modules. If you start the app by going to the domain url it will do the right thing and go to the ""dashboard"" path. Once there, I can use a menu with many links to click on and the app will navigate to where it should. [link] -> brings me to 'dashboard' path. But I cannot type another path in the browser address bar that is valid (and I can get to via routerlink or code anvagation) as: [code]. What am I doing wrong?","The sentence """""" Once there, I can use a menu with many links to click on and the app will navigate to where it should. """""" uses <pattern>but I cannot</pattern> to indicate that there is something wrong with "".waitForElementById and .elementById"". The answer is YES.","The sentence """""" But I cannot type another path in the browser address bar that is valid (and I can get to via routerlink or code anvagation) as: [code]. """""" uses <pattern>cannot VB</pattern> to indicate that the user is getting trouble in ""type another path in the browser address bar"". The answer is YES.","The sentence """""" Once there, I can use a menu with many links to click on and the app will navigate to where it should. [link] -> brings me to 'dashboard' path. But I cannot type another path in the browser address bar that is valid (and I can get to via routerlink or code anvagation) as: [code]. """""" uses <pattern>But I cannot [action] sth</pattern> to indicate that there is something wrong with ""type another path in the browser address bar"". The answer is YES.",0,0,0,0,0,1
angular,"is it possible to animate the parent of a list when an ngFor :enter happens? currently I have a slide-in animation for when an item gets added to the top of the stack and use transform: `translateY(-100%) -> 0%` but then you have the entire list not reacting to the addition. If I use position: relative for the animation, it could be janky. if I can react on the parent/list of the items, I could start the animation with `transform: -200px -> 0` and the it'll slide the list down as well","The sentence """""" the entire list not reacting to the addition """""" uses <pattern>not reacting to</pattern> to indicate that there is something wrong with ""the entire list"". The answer is YES.","The sentence """""" the entire list not reacting to the addition """""" uses <pattern>sth not VB</pattern> to indicate that ""the entire list not reacting to the addition"" is an undesired behavior. The answer is YES.","The sentence """""" but then you have the entire list not reacting to the addition. """""" uses <pattern>not reacting to sth</pattern> to indicate that ""the entire list"" is not behaving as expected. The answer is YES.",0,0,0,0,0,1
angular,"Hello everyone, I'm migrating from karma to jest and I need to convert: jest.spyOn(component, 'onBlur').and.callThrough(); I get this error in Jest: Property 'and' does not exist on type 'SpyInstance<void, []>'","The sentence """""" I get this error in Jest: Property 'and' does not exist on type 'SpyInstance<void, []>' """""" uses <pattern>error in sth: [error message]</pattern> to indicate that there is something wrong with ""component"". The answer is YES.","The sentence """""" I get this error in Jest: Property 'and' does not exist on type 'SpyInstance<void, []>' """""" uses <pattern>get this error</pattern> to indicate that there is something wrong with Jest. The answer is YES.","The sentence """""" I get this error in Jest: Property 'and' does not exist on type 'SpyInstance<void, []>' """""" uses <pattern>I get this error in</pattern> to indicate that user is getting error in the code while spying over the component. The answer is YES.",0,0,0,0,0,1
,"Hello, i have update my Angular 9 Project to Angular 11 and get now this error if i want start with `npm run start`. `ERROR in Cannot read property 'kind' of undefined`. On `ng build --prod` i get more details: with typescript 4.1.5 i get again this error: `ERROR in Cannot read property 'flags' of undefined`. Like show in link below. if i change `""aot"": true` to`""aot"": false` and remove `""buildOptimizer"": true,` in angular.json then i get new error: `ERROR in No NgModule metadata found for 'AppModule'. I think the problem is custom Angular builders. Thank you for you time and help","The sentence """""" if i change `""aot"": true` to`""aot"": false` and remove `""buildOptimizer"": true,` in angular.json then i get new error"""""" uses <pattern>then i get new error</pattern> to indicate that the user is encountering a new error. The answer is YES.","The sentence """""" ERROR in No NgModule metadata found for 'AppModule'. I think the problem is custom Angular builders. """""" uses <pattern>ERROR in sth</pattern> to describe the program error which the user is currently encountering. The answer is YES.","The sentence """""" I get now this error if i want start with `npm run start`. `ERROR in Cannot read property 'kind' of undefined` """""" uses <pattern>get now this error</pattern> to indicate that there is something wrong ""if i want start with npm run start"". The answer is YES.",0,0,0,0,0,1
angular,"I have an input and an output. However if I try to connect them, the output does not work anymore: [code]. internaly, it is: [code]. Any ideas?","The sentence """""" the output does not work anymore """""" uses <pattern>sth does not work anymore</pattern> to indicate that there is something wrong with ""the output"". The answer is YES.",No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,1,0,1,0
angular,Hi ! i'm trying to compare between two texts and display colored text result in a simple div or textarea (i first tried using mat-dialog) but i don't get the colors in HTML in component.ts : [code]. anyone have an idea where is the problem in my code or what to should I add please ?,"The sentence """""" i don't get the colors in HTML in component.ts """""" uses <pattern>i don't get sth in sth</pattern> to indicate that there is something wrong with ""get the colors in HTML in component.ts"". The answer is YES.","The sentence """""" but i don't get the colors in HTML in component.ts """""" uses <pattern>but i don't get sth</pattern> to indicate that the user is getting trouble in ""get the colors in HTML in component.ts"". The answer is YES.","The sentence """""" but i don't get the colors in HTML in component.ts """""" uses <pattern>but i don't get sth in sth</pattern> to indicate that there is something wrong with ""colors in HTML"". The answer is YES.",0,0,0,0,0,1
,"Hey, why am unable to use the angular material? If i imports any material module, it gives errors everywhere on my code once i declare any of its components. Just errors everywhere","The sentence """""" it gives errors everywhere on my code once i declare any of its components. """""" uses <pattern>it gives errors everywhere</pattern> to indicate that there is something wrong when ""declare any of its components"". The answer is YES.","The sentence """""" it gives errors everywhere on my code once i declare any of its components. Just errors everywhere """""" uses <pattern>gives errors everywhere</pattern> to indicate that there is something wrong with ""declare any of its components"". The answer is YES.","The sentence """""" it gives errors everywhere on my code once i declare any of its components. """""" uses <pattern>errors everywhere</pattern> to indicate that there is something wrong with ""angular material"". The answer is YES.",0,0,0,0,0,1
angular,"Hey guys, I got this error "" The pipe 'async' could not be found "" i tried everything, i check that i have the common module imported, any ideia when this error happen besides the missing common module? thanks in advance!","The sentence """""" I got this error "" The pipe 'async' could not be found "" """""" uses <pattern>error message: [error message]</pattern> to indicate that there is something wrong with ""the pipe 'async'"". The answer is YES.","The sentence """""" I got this error "" The pipe 'async' could not be found "" """""" uses <pattern>got this error</pattern> to indicate that the user is getting an error. The answer is YES.","The sentence """""" I got this error "" The pipe 'async' could not be found "" """""" uses <pattern>got this error</pattern> to indicate that there is something wrong with ""The pipe 'async' could not be found "". The answer is YES.",0,0,0,0,0,1
angular,"There's a form in the child component, can we give a warning to the user when the form is filled but the user is try to navigate somewhere else? User is clicking on the sidenav in the parent component. A warning like this <unconvertable>.",No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1,1,1,1
angular,"I have a challenge that I'd like to get yalls insight. I've received much help from here and I greatly appreciate it. Thanks in advance. I am building a web app for used car dealers. In the used car dealer world, there are many many reports and forms they are required to print. Right now, I am working on the first report: Buyers Guide. The Buyers Guide has some information regarding the vehicle. The gov provides a PDF fillable form here: (no, this is not spam). I'd like to be able to fill out the form with the data from our web app and print out the PDF. I was looking for packages and found this one. The only thing is that we want to store the report somewhere, we don't want the user to have to upload it. Additionally, I guess I just don't know how to set up this package. My question: has anyone ever done this, and if so, how?","The sentence """""" Buyers Guide has some information regarding the vehicle """""" uses <pattern>has some NN regarding sth</pattern> to describe where the information comes from. The answer is NO.","The sentence """""" I'd like to be able to fill out the form with the data from our web app and print out the PDF. """""" uses <pattern>like to VB</pattern> to indicate that there is something wrong with ""fill out the form with the data from our web app"". The answer is YES.","The sentence """""" I'd like to be able to fill out the form with the data from our web app and print out the PDF. """""" uses <pattern>want to VB</pattern> to indicate that the user wants to ""fill out the form with the data from our web app and print out the PDF"". The answer is YES.",1,0,0,0,0,1
angular,"Hello, this isn't 100% angular question, I just need to deploy Angular app with nginx alongside and express ejs app but It seems not to work, this is my nginx config : [code].",No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,"The sentence """""" It seems not to work """""" uses <pattern>seem not to VB</pattern> to indicate that there is something wrong with the Angular app. The answer is YES.",1,1,0,0,1,0
angular,"I have a REST endpoint that takes ages to run completely (it validates all active tickets on a user and each validation takes ~500ms) so I decided to output the result of the validation of each ticket. That works just fine, when running the request manually in Chrome I get a steady stream of objects in the browser. But now I want to retrieve that data in our Angular application. Any idea how I can do that? HttpClient doesn't seem to support streaming data from the server.","The sentence """""" HttpClient doesn't seem to support streaming data from the server. """""" uses <pattern>doesn't seem to support sth</pattern> to indicate that there is something wrong with ""HttpClient"". The answer is YES.","The sentence """""" HttpClient doesn't seem to support streaming data from the server. """""" uses <pattern>doesn't seem to VB</pattern> to indicate that the user is getting trouble in ""HttpClient"". The answer is YES.",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,0,1,0,0,1
angular,"I have xml with href to xsl from backend , how can i display this in browser [code]. window.document.write just shows text without styling",No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1,0,1,0
angular,"Hey, I have a question concerning Injectable's ProvidedIn. [code] > The @Injectable() decorator specifies that Angular can use this class in the DI system. The metadata, providedIn: 'root', means that the HeroService is visible throughout the application. What if I take that away? I thought I had to pass injectables to a component constructors to be able to use them, I'm unclear about this now","The sentence """""" What if I take that away? """""" uses <pattern>take sth away</pattern> to indicate that ""I take that away"" is an undesired behavior. The answer is YES.","The sentence """""" What if I take that away? """""" uses <pattern>What if I VB</pattern> to indicate that the user is having a question about ""take that away"". The answer is YES.","The sentence """""" What if I take that away? I thought I had to pass injectables to a component constructors to be able to use them, I'm unclear about this now """""" uses <pattern>unclear about sth</pattern> to indicate that the user is having trouble in ""Injectables"". The answer is YES.",0,0,0,0,0,1
angular,I have a problem where the angular material breakpoints are not enough to control the appearance of my app because some mobile phones have much larger resolutions than what the breakpoints associate with handset devices. How can I fix this?,"The sentence """""" How can I fix this? """""" uses <pattern>How can I fix this</pattern> to indicate that there is something wrong with the app. The answer is YES.","The sentence """""" are not enough to control the appearance of my app """""" uses <pattern>not enough to VB</pattern> to indicate that ""the angular material breakpoints"" is not working as expected. The answer is YES.","The sentence """""" the angular material breakpoints are not enough to control the appearance of my app """""" uses <pattern>not enough to VB</pattern> to indicate that there is something wrong with ""the angular material breakpoints"". The answer is YES.",0,0,0,0,0,1
angular,"why router.events,subscribe fires multiple times. i cant get only one say NavigationEnd its. I'm sending params through router state, and after navigating i want to execute search only once with params from state how to do this??","The sentence """""" i cant get only one say NavigationEnd its """""" uses <pattern>cant get only one NNS</pattern> to indicate that there is something wrong with ""NavigationEnd"". The answer is YES.","The sentence """""" fires multiple times. i cant get only one say NavigationEnd """""" uses <pattern>sth fires multiple times</pattern> to indicate that ""fires multiple times"" is an undesired behavior. The answer is YES.","The sentence """""" why router.events,subscribe fires multiple times """""" uses <pattern>why sth fires multiple times</pattern> to indicate that ""router.events,subscribe fires multiple times"" is an undesired behavior. The answer is YES.",0,0,0,0,0,1
angular,I'm looking for a android mobile app - open source or commerical to search huge pdfs - i found one for IOS but couldn't find one for android. Can anyone suggest me ??? Is there is any software or template or mobile app does this for android,No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1,0,1,0
,"Hi Guyz, I am implementing NGRX basic demo but i am getting error in reducer part. any leads?","The sentence """""" I am getting error in reducer part """""" uses <pattern>getting error</pattern> to indicate that there is something wrong with ""reducer part"". The answer is YES.","The sentence """""" i am getting error in reducer part """""" uses <pattern>getting error</pattern> to indicate that there is something wrong with ""reducer part"". The answer is YES.","The sentence """""" I am getting error in reducer part """""" uses <pattern>getting error</pattern> to indicate that there is something wrong with ""reducer part"". The answer is YES.",0,0,0,0,0,1
,Hello. Here is my [question] about angular testing example. I will be happy if anyone could answer me :smile:,No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1,1,1,1
,"Anyone knows why `this.router.navigate(['../../'], { relativeTo: this.activatedRoute })` lands always at root instead of two path segments up? Also: why is this.activatedRoute.url=""""? Oh, I guess I found out - it's bc. it is injected into a service...","The sentence """""" this.router.navigate(['../../'], { relativeTo: this.activatedRoute }) """""" uses <pattern>sth is always VB</pattern> to indicate that ""lands always at root"" is an undesired behavior. The answer is YES.","The sentence """""" lands always at root instead of two path segments up? """""" uses <pattern>lands always at sth</pattern> to indicate that the result ""lands always at root"" is an undesired behavior. The answer is YES.","The sentence """""" this.router.navigate(['../../'], { relativeTo: this.activatedRoute }) """""" uses <pattern>sth is VB</pattern> to indicate that ""this.router.navigate"" behaves undesirably. The answer is YES.",0,0,0,1,0,0
angular,"Hello Angular gods, we have an autocomplete on an input (angular app), which makes an api call to our back end, problem is we make a new subscription each time the input change, is there any way to correct this ?","The sentence """""" we make a new subscription each time the input change """""" uses <pattern>make a new sth each time</pattern> to indicate that there is something wrong with the way ""subscription"" is used. The answer is YES.","The sentence """""" we make a new subscription each time the input change, """""" uses <pattern>make a new NN each time sth VBZ</pattern> to indicate that ""make a new subscription each time the input change"" is an undesired behavior. The answer is YES.","The sentence """""" problem is we make a new subscription each time the input change """""" uses <pattern>problem is</pattern> to indicate that there is something wrong with ""make a new subscription each time the input change"". The answer is YES.",0,0,0,0,0,1
angular,Hi guys i have problem with resolver and guard Should i prefetch data on guard since it the first being called? i have a guard that check if has permission to view a certain element. but when the page reloads data is gone and i need to prefetch the data,"The sentence """""" but when the page reloads data is gone and i need to prefetch the data """""" uses <pattern>gone and i need to VB</pattern> to indicate that there is something wrong with ""data"". The answer is YES.","The sentence """""" but when the page reloads data is gone """""" uses <pattern>but when sth VBZ</pattern> to indicate that ""data is gone"" is an undesired behavior. The answer is YES.","The sentence """""" but when the page reloads data is gone and i need to prefetch the data """""" uses <pattern>but when sth sth is gone</pattern> to indicate that ""data is gone"" is an undesired behavior. The answer is YES.",0,0,0,0,0,1
,"Morning! I am having a bit of an issue with a nested component when running tests in a headless browser (and only then) :( I have outlined the issue, with associated code snippets over on Stack Overflow. If anyone has any ideas of what I've done wrong, please steer me in the right direction! Thanks so much :)","The sentence """""" I am having a bit of an issue with a nested component when running tests in a headless browser """""" uses <pattern>having a bit of an issue with sth</pattern> to indicate that there is something wrong with ""a nested component"". The answer is YES.","The sentence """""" I am having a bit of an issue with a nested component when running tests in a headless browser (and only then) """""" uses <pattern>having issue with</pattern> to indicate that there is something wrong with ""a nested component"". The answer is YES.","The sentence """""" I am having a bit of an issue with a nested component when running tests in a headless browser """""" uses <pattern>having a bit of issue with</pattern> to indicate that there is something wrong with ""a nested component"". The answer is YES.",0,0,0,0,0,1
angular,"I need help with an issue. Basically I have two angular applications where I am including this angular library served as npm package. This library contains components with template files. There are image assets that have been refered to, from the components of library. Image assets are also included in the library project. While building this library, somehow Image assets are not getting included in the final build. Is there any one who can help me with this. I am ready to share more information on this.","The sentence """""" Image assets are not getting included in the final build. """""" uses <pattern>sth is not getting VBG</pattern> to indicate there is something wrong with ""Image assets"". The answer is YES.","The sentence """""" Image assets are not getting included in the final build. """""" uses <pattern>not getting VBG</pattern> to indicate that there is something wrong ""with this"". The answer is YES.","The sentence """""" Image assets are not getting included in the final build. """""" uses <pattern>not getting included in sth</pattern> to indicate that ""Image assets"" is an undesired behavior. The answer is YES.",0,0,0,0,0,1
,"Hi guys, I'm actually looking for some help from Currently I have started working on a new company and just realized that the project's code has so many bad practices, I have just seen that they are using Async ngOnInit() Does anyone of you have some reference that this is a bad practice so I can let them know that this is a bad practice ?","The sentence """""" Does anyone of you have some reference that this is a bad practice so I can let them know that this is a bad practice ? """""" uses <pattern>bad practice</pattern> to indicate that ""using Async ngOnInit()"" is an undesired behavior. The answer is YES.","The sentence """""" Does anyone of you have some reference that this is a bad practice so I can let them know that this is a bad practice ? """""" uses <pattern>bad practice</pattern> to indicate that there is something wrong with ""Async ngOnInit()"". The answer is YES.","The sentence """""" they are using Async ngOnInit() """""" uses <pattern>VBZ VBG [bad practice]</pattern> to indicate that ""using Async ngOnInit()"" is a bad practice. The answer is YES.",0,0,0,0,0,1
angular,"Hi everyone, I am trying to implement a custom input and I get this error: ""NG0201: No provider for DefaultValueAccessor found in. this is how is my component: [code]. any idea?","The sentence """""" I get this error: ""NG0201: No provider for DefaultValueAccessor found in """""" uses <pattern>error: NG[error code]: [error message]</pattern> to indicate that there is something wrong with the ""custom input"". The answer is YES.","The sentence """""" I get this error: ""NG0201: No provider for DefaultValueAccessor found in. """""" uses <pattern>get this error</pattern> to indicate that ""NG0201: No provider for DefaultValueAccessor found in"" is an error. The answer is YES.","The sentence """""" I get this error: ""NG0201: No provider for DefaultValueAccessor found in. """""" uses <pattern>get this error</pattern> to describe the program error which the user is currently encountering. The answer is YES.",0,0,0,0,0,1
angular,I'm using .Net Core SPA Angular. I have an external IdentityServer. How do I protect the downloading of the Angular app itself and then provide it an access token to the API after? I've searched for so long for the right answer to this. but I stiiiiiiiiiiiiiiiiiiillll haven't fouuuuuund what I'm looking fooooooor,"The sentence """""" but I stiiiiiiiiiiiiiiiiiiillll haven't fouuuuuund what I'm looking fooooooor """""" uses <pattern>haven't found sth</pattern> to indicate that the user is having trouble in ""protect the downloading of the Angular app itself"". The answer is YES.","The sentence """""" but I stiiiiiiiiiiiiiiiiiiillll haven't fouuuuuund what I'm looking fooooooor """""" uses <pattern>haven't VBN</pattern> to indicate that the user still hasn't ""found what I'm looking for"". The answer is YES.",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,0,1,0,0,1
angular,"can someone help me with node.js error. on building npm run serve ERROR Failed to compile with 1 error in Module parse failed: Unexpected token (2413:45) You may need an appropriate loader to handle this file type, currently no loaders are configured to process this file.","The sentence """""" ERROR Failed to compile with 1 error in Module parse failed """""" uses <pattern>error in sth</pattern> to indicate that there is something wrong with ""Module parse"". The answer is YES.","The sentence """""" ERROR Failed to compile with 1 error in Module parse failed: Unexpected token (2413:45) """""" uses <pattern>ERROR </pattern> to indicate that there is something wrong with the code. The answer is YES.","The sentence """""" ERROR Failed to compile with 1 error in Module parse failed """""" uses <pattern>ERROR Failed to compile</pattern> to indicate that there is something wrong with the compilation. The answer is YES.",0,0,0,0,0,1
angular,"I have a service that subscribes to an observable. The service is providedBy: 'root'. It should takeUntil service is deystroyed. I get this pattern, but does it make any difference since the singleton is being destroyed, ie. the app is closed?","The sentence """""" but does it make any difference since the singleton is being destroyed, ie. the app is closed? """""" uses <pattern>make any difference</pattern> but it has nothing to do with describing the error or undesired behavior, so the answer is NO.",No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1,0,1,0
angular,"Hello everyone, I apologize if this question is asked before, but is there any way I can try **tree-shakable components** out? I have read some articles here: [link] , but I think I need to wait for next release.","The sentence """""" I need to wait for next release. """""" uses <pattern>need to VB</pattern> to indicate that something ""need to"" be done. The answer is YES.","The sentence """""" I think I need to wait for next release. """""" uses <pattern>need to wait for</pattern> to indicate that ""waiting for the next release"" is not desired. The answer is YES.",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,0,1,1,0,0
angular,"hi all.. it is possible to pass a method/function via *ngTemplateOutlet which can be called in ng-template? if I pass it as context: {myMethod: componentMethod} and call it in ng-template, it doesn't work. how? let me provide an example really quick","The sentence """""" it doesn't work. """""" uses <pattern>doesn't VB</pattern> to indicate that there is something wrong with ""pass a method/function via *ngTemplateOutlet"". The answer is YES.","The sentence """""" it doesn't work. """""" uses <pattern>doesn't VB</pattern> to indicate that there is something wrong with the user's code. The answer is YES.",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,0,1,0,0,1
angular,"I have another issue: ) so I have module A which has service MyService, I want to be able to override MyService in module B. If I override it (provides: []) in root module, it works. but I cannot override it in module B (and to work for whole application). I have created forRoot in module B that overrides MyService with MyServiceB, but it doesn't work. no actually, it doesnt matter.. it just has to be MyServiceB.. so the one I set to override. let me provide a quick example :)","The sentence """""" but it doesn't work. """""" uses <pattern>but it doesn't VB</pattern> to indicate that there is something wrong with ""override MyService in module B"". The answer is YES.","The sentence """""" I have another issue: ) so I have module A which has service MyService, I want to be able to override MyService in module B. If I override it (provides: []) in root module, it works. but I cannot override it in module B (and to work for whole application). I have created forRoot in module B that overrides MyService with MyServiceB, but it doesn't work. no actually, it doesnt matter.. it just has to be MyServiceB.. so the one I set to override. let me provide a quick example :) """""" uses <pattern>doesnt work</pattern> to indicate that there is something wrong with ""override it in module B"". The answer is YES.","The sentence """""" If I override it (provides: []) in root module, it works """""" uses <pattern>if I VB it works</pattern> but it has nothing to do with describing the error or undesired behavior, so the answer is NO.",0,0,1,0,0,1
angular,"Hello, there. I'm facing the following error while trying to navigate to sub-child routes: Refused to apply style from [link] because its MIME type ('text/html') is not a supported stylesheet MIME type, and strict MIME checking is enabled The styles don't apply to the sub-child components. Looking forward to your help.","The sentence """""" Refused to apply style from [link] because its MIME type ('text/html') is not a supported stylesheet MIME type, and strict MIME checking is enabled """""" uses <pattern>Refused to VB</pattern> to indicate that something is wrong with ""apply style"". The answer is YES.","The sentence """""" Refused to apply style from [link] because its MIME type ('text/html') is not a supported stylesheet MIME type """""" uses <pattern>Refused to VB</pattern> to indicate that there is something wrong with ""apply style"". The answer is YES.","The sentence """""" The styles don't apply to the sub-child components. """""" uses <pattern>sth don't VB</pattern> to indicate that there is something wrong with ""the styles"". The answer is YES.",0,0,0,0,0,1
,"I'm having an strange issue. I've imported FormsModule, but for some reason still getting the ""NG8002: Can't bind to 'ngModel' since it isn't a known property of 'input'."" The application is making use of the ModuleFederation concept. Any ideas?","The sentence """""" but for some reason still getting the ""NG8002: Can't bind to 'ngModel' since it isn't a known property of 'input'."" """""" uses <pattern>but for some reason still getting [error message]</pattern> to indicate that there is something wrong with ""the application"". The answer is YES.","The sentence """""" still getting the ""NG8002: Can't bind to 'ngModel' since it isn't a known property of 'input'."" """""" uses <pattern>still getting VBG</pattern> to indicate that the user is still getting trouble in ""bind to 'ngModel'"". The answer is YES.","The sentence """""" NG8002: Can't bind to 'ngModel' since it isn't a known property of 'input' """""" uses <pattern>Can't VB</pattern> to indicate that ""Can't bind to 'ngModel'"" is an undesired behavior. The answer is YES.",0,0,0,0,0,1
