source,issue,PS1,PS2,PS3,y'1,y'2,y'3,y_PS,y''_PS,ACC_AI_PS
angular,"I have built an angular 11 app with routing modules. If you start the app by going to the domain url it will do the right thing and go to the ""dashboard"" path. Once there, I can use a menu with many links to click on and the app will navigate to where it should. [link] -> brings me to 'dashboard' path. But I cannot type another path in the browser address bar that is valid (and I can get to via routerlink or code anvagation) as: [code]. What am I doing wrong?","The sentence """""" What am I doing wrong? """""" uses <pattern>what am I VBG wrong?</pattern> to indicate that the user is getting trouble in ""type another path in the browser address bar"". The answer is YES.","The sentence """""" But I cannot type another path in the browser address bar that is valid (and I can get to via routerlink or code anvagation) as: [code]. """""" uses <pattern>cannot VB</pattern> to indicate that the user is getting trouble in typing ""another path in the browser address bar"". The answer is YES.","The sentence """""" What am I doing wrong? """""" uses <pattern>what am I VBG</pattern> to indicate that the user is getting trouble in ""navigate to where it should"". The answer is YES.",0,0,0,0,0,1
angular,"is it possible to animate the parent of a list when an ngFor :enter happens? currently I have a slide-in animation for when an item gets added to the top of the stack and use transform: `translateY(-100%) -> 0%` but then you have the entire list not reacting to the addition. If I use position: relative for the animation, it could be janky. if I can react on the parent/list of the items, I could start the animation with `transform: -200px -> 0` and the it'll slide the list down as well","The sentence """""" If I use position: relative for the animation, it could be janky. """""" uses <pattern>could be JJ</pattern> to indicate that ""janky"" is an undesired behavior. The answer is YES.","The sentence """""" but then you have the entire list not reacting to the addition. """""" uses <pattern>but then you have sth</pattern> to indicate that there is something wrong with the entire list. The answer is YES.","The sentence """""" use transform: `translateY(-100%) -> 0%` but then you have the entire list not reacting to the addition. If I use position: relative for the animation, it could be janky """""" uses <pattern>but then you have sth</pattern> to indicate that there is something wrong with ""entire list"". The answer is YES.",0,0,0,0,0,1
angular,"Hello everyone, I'm migrating from karma to jest and I need to convert: jest.spyOn(component, 'onBlur').and.callThrough(); I get this error in Jest: Property 'and' does not exist on type 'SpyInstance<void, []>'","The sentence """""" I get this error in Jest: Property 'and' does not exist on type 'SpyInstance<void, []>' """""" uses <pattern>error: ... does not exist on sth</pattern> to indicate that there is something wrong with ""Property 'and'"". The answer is YES.","The sentence """""" Property 'and' does not exist on type 'SpyInstance<void, []>' """""" uses <pattern>Property 'sth' does not exist on type sth</pattern> to indicate that there is something wrong with ""Property 'and'"". The answer is YES.","The sentence """""" I get this error in Jest """""" uses <pattern>get this error in</pattern> to indicate that ""this error"" is an undesired behavior. The answer is YES.",0,0,0,0,0,1
,"Hello, i have update my Angular 9 Project to Angular 11 and get now this error if i want start with `npm run start`. `ERROR in Cannot read property 'kind' of undefined`. On `ng build --prod` i get more details: with typescript 4.1.5 i get again this error: `ERROR in Cannot read property 'flags' of undefined`. Like show in link below. if i change `""aot"": true` to`""aot"": false` and remove `""buildOptimizer"": true,` in angular.json then i get new error: `ERROR in No NgModule metadata found for 'AppModule'. I think the problem is custom Angular builders. Thank you for you time and help","The sentence """""" `ERROR in Cannot read property 'kind' of undefined`. """""" uses <pattern>ERROR in [error message]</pattern> to indicate that there is something wrong with ""Cannot read property 'kind' of undefined"". The answer is YES.","The sentence """""" `ERROR in Cannot read property 'kind' of undefined`. """""" uses <pattern>ERROR in</pattern> to indicate that there is something wrong with the Angular 9 Project. The answer is YES.","The sentence """""" I get now this error if i want start with `npm run start`. `ERROR in Cannot read property 'kind' of undefined`. """""" uses <pattern>get this error</pattern> to indicate that there is something wrong when ""start with `npm run start`"". The answer is YES.",0,0,0,0,0,1
angular,"I have an input and an output. However if I try to connect them, the output does not work anymore: [code]. internaly, it is: [code]. Any ideas?","The sentence """""" However if I try to connect them, the output does not work anymore """""" uses <pattern>does not work anymore</pattern> to indicate that the user is getting trouble in ""connect them"". The answer is YES.","The sentence """""" the output does not work anymore: [code] """""" uses <pattern>sth does not VB</pattern> to indicate that there is something wrong with ""the output"". The answer is YES.","The sentence """""" the output does not work anymore: """""" uses <pattern>does not VB</pattern> to indicate that there is something wrong with ""the output"". The answer is YES.",0,0,0,0,0,1
angular,Hi ! i'm trying to compare between two texts and display colored text result in a simple div or textarea (i first tried using mat-dialog) but i don't get the colors in HTML in component.ts : [code]. anyone have an idea where is the problem in my code or what to should I add please ?,"The sentence """""" but i don't get the colors in HTML in component.ts """""" uses <pattern>don't get sth in sth</pattern> to indicate that sth is missing in ""sth"". The answer is YES.","The sentence """""" i don't get the colors in HTML in component.ts """""" uses <pattern>don't get sth</pattern> to indicate that the user is getting trouble in ""get the colors in HTML"". The answer is YES.","The sentence """""" but i don't get the colors in HTML in component.ts """""" uses <pattern>but I don't get sth</pattern> to indicate that there is something wrong with the program when ""get the colors in HTML in component.ts"". The answer is YES.",0,0,0,0,0,1
,"Hey, why am unable to use the angular material? If i imports any material module, it gives errors everywhere on my code once i declare any of its components. Just errors everywhere","The sentence """""" it gives errors everywhere on my code once i declare any of its components. """""" uses <pattern>it VBZ errors</pattern> to indicate that there is something wrong with ""the angular material"". The answer is YES.","The sentence """""" If i imports any material module, it gives errors everywhere on my code once i declare any of its components. """""" uses <pattern>it gives errors everywhere</pattern> to indicate that there is something wrong with ""errors"". The answer is YES.","The sentence """""" If i imports any material module, it gives errors everywhere on my code once i declare any of its components. """""" uses <pattern>give errors everywhere</pattern> to indicate that there is something wrong with ""the angular material"". The answer is YES.",0,0,0,0,0,1
angular,"Hey guys, I got this error "" The pipe 'async' could not be found "" i tried everything, i check that i have the common module imported, any ideia when this error happen besides the missing common module? thanks in advance!","The sentence """""" I got this error "" The pipe 'async' could not be found "" """""" uses <pattern>[anomaly] could not be found</pattern> to indicate that there is something wrong with ""pipe"". The answer is YES.","The sentence """""" I got this error "" The pipe 'async' could not be found "" """""" uses <pattern>got this error</pattern> to indicate that there is something wrong ""in frontend"". The answer is YES.","The sentence """""" I got this error "" The pipe 'async' could not be found "" """""" uses <pattern>got this error</pattern> to indicate that there is something wrong ""with the pipe 'async'"". The answer is YES.",0,0,0,0,0,1
angular,"There's a form in the child component, can we give a warning to the user when the form is filled but the user is try to navigate somewhere else? User is clicking on the sidenav in the parent component. A warning like this <unconvertable>.","The sentence """""" can we give a warning to the user when the form is filled but the user is try to navigate somewhere else? """""" uses <pattern>VB NN when ...</pattern> to indicate that there is something wrong with the form. The answer is YES.","The sentence """""" User is clicking on the sidenav in the parent component. """""" uses <pattern>is clicking on</pattern> to describe the user's operation. The answer is NO.",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,1,1,1,1
angular,"I have a challenge that I'd like to get yalls insight. I've received much help from here and I greatly appreciate it. Thanks in advance. I am building a web app for used car dealers. In the used car dealer world, there are many many reports and forms they are required to print. Right now, I am working on the first report: Buyers Guide. The Buyers Guide has some information regarding the vehicle. The gov provides a PDF fillable form here: (no, this is not spam). I'd like to be able to fill out the form with the data from our web app and print out the PDF. I was looking for packages and found this one. The only thing is that we want to store the report somewhere, we don't want the user to have to upload it. Additionally, I guess I just don't know how to set up this package. My question: has anyone ever done this, and if so, how?","The sentence """""" I'd like to be able to fill out the form with the data from our web app and print out the PDF. """""" uses <pattern>I'd like to VB</pattern> to indicate that the user is trying to ""fill out the form"". The answer is YES.","The sentence """""" I'd like to be able to fill out the form with the data from our web app and print out the PDF. """""" uses <pattern>want to VB</pattern> to indicate that there is something wrong with ""fill out the form with the data"". The answer is YES.","The sentence """""" I'd like to be able to fill out the form with the data from our web app and print out the PDF. """""" uses <pattern>VBP to VB</pattern> to indicate that the user is getting trouble in ""fill out the form"". The answer is YES.",0,0,0,0,0,1
angular,"Hello, this isn't 100% angular question, I just need to deploy Angular app with nginx alongside and express ejs app but It seems not to work, this is my nginx config : [code].","The sentence """""" It seems not to work, this is my nginx config : """""" uses <pattern>seems not to VB</pattern> to indicate that there is something wrong with ""this is my nginx config"". The answer is YES.","The sentence """""" this is my nginx config """""" uses <pattern>this is sth</pattern> to indicate that something is wrong with ""this nginx config"". The answer is YES.","The sentence """""" It seems not to work """""" uses <pattern>not VB</pattern> to indicate that there is something wrong with ""deploy Angular app with nginx"". The answer is YES.",0,0,0,0,0,1
angular,"I have a REST endpoint that takes ages to run completely (it validates all active tickets on a user and each validation takes ~500ms) so I decided to output the result of the validation of each ticket. That works just fine, when running the request manually in Chrome I get a steady stream of objects in the browser. But now I want to retrieve that data in our Angular application. Any idea how I can do that? HttpClient doesn't seem to support streaming data from the server.","The sentence """""" I have a REST endpoint that takes ages to run completely """""" uses <pattern>takes ages to VB</pattern> to indicate that the endpoint is too slow. The answer is YES.","The sentence """""" I have a REST endpoint that takes ages to run completely """""" uses <pattern>take ages to VB</pattern> to indicate that the program is taking too much time which is an undesired behavior. The answer is YES.","The sentence """""" HttpClient doesn't seem to support streaming data from the server. """""" uses <pattern>doesn't seem to VB</pattern> to indicate that ""HttpClient doesn't seem to support streaming data"" is an undesired behavior. The answer is YES.",0,0,0,0,0,1
angular,"I have xml with href to xsl from backend , how can i display this in browser [code]. window.document.write just shows text without styling","The sentence """""" window.document.write just shows text without styling """""" uses <pattern>just VBZ</pattern> to indicate that ""shows text without styling"" is an undesired behavior. The answer is YES.","The sentence """""" window.document.write just shows text without styling """""" uses <pattern>just VBZ</pattern> to indicate that there is something wrong with ""window.document.write"". The answer is YES.","The sentence """""" window.document.write just shows text without styling """""" uses <pattern>without NN</pattern> to indicate that there is something wrong with ""window.document.write"". The answer is YES.",0,0,0,0,0,1
angular,"Hey, I have a question concerning Injectable's ProvidedIn. [code] > The @Injectable() decorator specifies that Angular can use this class in the DI system. The metadata, providedIn: 'root', means that the HeroService is visible throughout the application. What if I take that away? I thought I had to pass injectables to a component constructors to be able to use them, I'm unclear about this now","The sentence """""" What if I take that away? """""" uses <pattern>VB VRP</pattern> to indicate that ""take that away"" is an undesired behavior. The answer is YES.","The sentence """""" I thought I had to pass injectables to a component constructors to be able to use them, I'm unclear about this now """""" uses <pattern>unclear about</pattern> to indicate that the user is getting trouble in ""use them"". The answer is YES.","The sentence """""" What if I take that away? """""" uses <pattern>take sth away</pattern> to indicate that the user wants to ""take that away"". The answer is YES.",0,0,0,0,0,1
angular,I have a problem where the angular material breakpoints are not enough to control the appearance of my app because some mobile phones have much larger resolutions than what the breakpoints associate with handset devices. How can I fix this?,"The sentence """""" some mobile phones have much larger resolutions than what the breakpoints associate with handset devices. """""" uses <pattern>some NNS VB much more JJ than</pattern> to indicate that there is something wrong with ""some mobile phones"". The answer is YES.","The sentence """""" I have a problem where the angular material breakpoints are not enough to control the appearance of my app because some mobile phones have much larger resolutions than what the breakpoints associate with handset devices. """""" uses <pattern>I have a problem where</pattern> to indicate that there is something wrong with ""angular material breakpoints"". The answer is YES.","The sentence """""" I have a problem where the angular material breakpoints are not enough to control the appearance of my app because some mobile phones have much larger resolutions than what the breakpoints associate with handset devices. """""" uses <pattern>not enough to VB</pattern> to indicate that ""not enough to control the appearance of my app"" is an undesired behavior. The answer is YES.",0,0,0,0,0,1
angular,"why router.events,subscribe fires multiple times. i cant get only one say NavigationEnd its. I'm sending params through router state, and after navigating i want to execute search only once with params from state how to do this??","The sentence """""" why router.events,subscribe fires multiple times. """""" uses <pattern>why sth VBZ</pattern> to indicate that the user is getting trouble in ""router.events,subscribe fires multiple times"". The answer is YES.","The sentence """""" why router.events,subscribe fires multiple times. """""" uses <pattern>fires multiple times</pattern> to indicate that ""router.events,subscribe"" is an undesired behavior. The answer is YES.","The sentence """""" its. I'm sending params through router state, and after navigating i want to execute search only once with params from state how to do this?? """""" uses <pattern>its. I'm sending VB</pattern> to indicate that the user is getting trouble in sending ""params through router state"". The answer is YES.",0,0,0,0,0,1
angular,I'm looking for a android mobile app - open source or commerical to search huge pdfs - i found one for IOS but couldn't find one for android. Can anyone suggest me ??? Is there is any software or template or mobile app does this for android,No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1,0,1,0
,"Hi Guyz, I am implementing NGRX basic demo but i am getting error in reducer part. any leads?",No sentences found to indicate the error or undesired behavior. The answer is NO.,"The sentence """""" am getting error in reducer part. """""" uses <pattern>getting error in sth</pattern> to indicate that there is something wrong with ""reducer"". The answer is YES.","The sentence """""" I am getting error in reducer part. """""" uses <pattern>getting error IN</pattern> to indicate where ""error"" occurs. The answer is YES.",1,0,0,0,0,1
,Hello. Here is my [question] about angular testing example. I will be happy if anyone could answer me :smile:,No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1,1,1,1
,"Anyone knows why `this.router.navigate(['../../'], { relativeTo: this.activatedRoute })` lands always at root instead of two path segments up? Also: why is this.activatedRoute.url=""""? Oh, I guess I found out - it's bc. it is injected into a service...","The sentence """""" this.router.navigate(['../../'], { relativeTo: this.activatedRoute })` lands always at root instead of two path segments up? """""" uses <pattern>instead of sth</pattern> to indicate that ""lands always at root instead of two path segments up"" is an undesired behavior. The answer is YES.","The sentence """""" this.router.navigate(['../../'], { relativeTo: this.activatedRoute })` lands always at root instead of two path segments up? """""" uses <pattern>VBP instead of</pattern> to indicate that there is something wrong with ""instead of two path segments up"". The answer is YES.","The sentence """""" `this.router.navigate(['../../'], { relativeTo: this.activatedRoute })` lands always at root instead of two path segments up? """""" uses <pattern>`sth` VBZ</pattern> to indicate that there is something wrong with ""this.router.navigate"". The answer is YES.",0,0,0,0,0,1
angular,"Hello Angular gods, we have an autocomplete on an input (angular app), which makes an api call to our back end, problem is we make a new subscription each time the input change, is there any way to correct this ?","The sentence """""" we make a new subscription each time the input change, is there any way to correct this ? """""" uses <pattern>VB new JJ each time ...</pattern> to indicate that ""we make a new subscription each time the input change"" is an undesired behavior. The answer is YES.","The sentence """""" is there any way to correct this ? """""" uses <pattern>is there any way to VB</pattern> to indicate that there is something wrong with ""make a new subscription each time the input change"". The answer is YES.","The sentence """""" we make a new subscription each time the input change """""" uses <pattern>make a new NN each time</pattern> to indicate that ""make a new subscription each time"" is an undesired behavior. The answer is YES.",0,0,0,0,0,1
angular,Hi guys i have problem with resolver and guard Should i prefetch data on guard since it the first being called? i have a guard that check if has permission to view a certain element. but when the page reloads data is gone and i need to prefetch the data,"The sentence """""" but when the page reloads data is gone """""" uses <pattern>but when sth VBZ</pattern> to indicate that ""data is gone"" is an undesired behavior. The answer is YES.","The sentence """""" but when the page reloads data is gone """""" uses <pattern>but when ...</pattern> to indicate that there is something wrong with the data. The answer is YES.","The sentence """""" Should i prefetch data on guard since it the first being called? """""" uses <pattern>should I VB</pattern> to indicate that the user is getting trouble in ""prefetch data on guard"". The answer is YES.",0,0,0,0,0,1
,"Morning! I am having a bit of an issue with a nested component when running tests in a headless browser (and only then) :( I have outlined the issue, with associated code snippets over on Stack Overflow. If anyone has any ideas of what I've done wrong, please steer me in the right direction! Thanks so much :)","The sentence """""" I am having a bit of an issue with a nested component when running tests in a headless browser (and only then) :( """""" uses <pattern>having â€¦ issue with sth</pattern> to indicate that there is something wrong with ""a nested component"". The answer is YES.","The sentence """""" I am having a bit of an issue with a nested component when running tests in a headless browser (and only then) :( """""" uses <pattern>having a bit of issue with sth</pattern> to indicate that there is something wrong with ""a nested component"". The answer is YES.","The sentence """""" I am having a bit of an issue with a nested component """""" uses <pattern>having a bit of an issue with sth</pattern> to indicate that there is something wrong with ""a nested component"". The answer is YES.",0,0,0,0,0,1
angular,"I need help with an issue. Basically I have two angular applications where I am including this angular library served as npm package. This library contains components with template files. There are image assets that have been refered to, from the components of library. Image assets are also included in the library project. While building this library, somehow Image assets are not getting included in the final build. Is there any one who can help me with this. I am ready to share more information on this.","The sentence """""" Image assets are not getting included in the final build. """""" uses <pattern>not VBG</pattern> to indicate that there is something wrong with the image assets. The answer is YES.","The sentence """""" Image assets are not getting included in the final build. """""" uses <pattern>not getting VBG</pattern> to indicate that there is something wrong with the image assets. The answer is YES.","The sentence """""" Somehow Image assets are not getting included in the final build. """""" uses <pattern>not VBG</pattern> to indicate that there is something wrong with ""Image assets"". The answer is YES.",0,0,0,0,0,1
,"Hi guys, I'm actually looking for some help from Currently I have started working on a new company and just realized that the project's code has so many bad practices, I have just seen that they are using Async ngOnInit() Does anyone of you have some reference that this is a bad practice so I can let them know that this is a bad practice ?","The sentence """""" Does anyone of you have some reference that this is a bad practice so I can let them know that this is a bad practice ? """""" uses <pattern>Does anyone of you VB</pattern> to indicate that the user is getting trouble in finding ""some reference"". The answer is YES.","The sentence """""" Does anyone of you have some reference that this is a bad practice so I can let them know that this is a bad practice ? """""" uses <pattern>so I can let them know that this is a bad practice</pattern> to indicate that the user is looking for references to prove that ""Async ngOnInit()"" is a bad practice. The answer is YES.","The sentence """""" they are using Async ngOnInit() """""" uses <pattern>VBZ VBG sth</pattern> to indicate that ""using Async ngOnInit()"" is a bad practice. The answer is YES.",0,0,0,0,0,1
angular,"Hi everyone, I am trying to implement a custom input and I get this error: ""NG0201: No provider for DefaultValueAccessor found in. this is how is my component: [code]. any idea?","The sentence """""" I get this error: ""NG0201: No provider for DefaultValueAccessor found in. """""" uses <pattern>get this error</pattern> to indicate that there is something wrong with the current code. The answer is YES.","The sentence """""" this is how is my component: [code]. any idea? """""" uses <pattern>this is how is my NN</pattern> to indicate that there is something wrong with the component. The answer is YES.","The sentence """""" this is how is my component """""" uses <pattern>this is how is my NN</pattern> to describe where the error occurs. The answer is YES.",0,0,0,0,0,1
angular,I'm using .Net Core SPA Angular. I have an external IdentityServer. How do I protect the downloading of the Angular app itself and then provide it an access token to the API after? I've searched for so long for the right answer to this. but I stiiiiiiiiiiiiiiiiiiillll haven't fouuuuuund what I'm looking fooooooor,"The sentence """""" I stiiiiiiiiiiiiiiiiiiillll haven't fouuuuuund what I'm looking fooooooor """""" uses <pattern>haven't VB</pattern> to indicate that the user is getting trouble in ""protect the downloading of the Angular app"". The answer is YES.","The sentence """""" but I stiiiiiiiiiiiiiiiiiiillll haven't fouuuuuund what I'm looking fooooooor """""" uses <pattern>haven't found</pattern> to indicate that the user is getting trouble in ""protect the downloading of the Angular app itself"". The answer is YES.","The sentence """""" but I stiiiiiiiiiiiiiiiiiiillll haven't fouuuuuund what I'm looking fooooooor """""" uses <pattern>haven't VB</pattern> to indicate that the user is getting trouble in ""protect the downloading of the Angular app itself"". The answer is YES.",0,0,0,0,0,1
angular,"can someone help me with node.js error. on building npm run serve ERROR Failed to compile with 1 error in Module parse failed: Unexpected token (2413:45) You may need an appropriate loader to handle this file type, currently no loaders are configured to process this file.","The sentence """""" ERROR Failed to compile with 1 error in Module parse failed """""" uses <pattern>ERROR VBZ</pattern> to indicate that there is something wrong with ""Module parse failed"". The answer is YES.","The sentence """""" ERROR Failed to compile with 1 error in Module parse failed """""" uses <pattern>error failed to VB</pattern> to indicate that there is something wrong ""with javascript compilation"". The answer is YES.","The sentence """""" npm run serve ERROR Failed to compile with 1 error in Module parse failed """""" uses <pattern>ERROR VBN</pattern> to indicate that there is something wrong with ""npm run serve"". The answer is YES.",0,0,0,0,0,1
angular,"I have a service that subscribes to an observable. The service is providedBy: 'root'. It should takeUntil service is deystroyed. I get this pattern, but does it make any difference since the singleton is being destroyed, ie. the app is closed?","The sentence """""" but does it make any difference since the singleton is being destroyed, ie. the app is closed? """""" uses <pattern>make any difference</pattern> to indicate that the user is not sure whether ""it makes any difference"". The answer is YES.","The sentence """""" does it make any difference since the singleton is being destroyed, ie. the app is closed? """""" uses <pattern>make any difference</pattern> to indicate that the user is getting trouble in ""singleton is being destroyed"". The answer is YES.","The sentence """""" I get this pattern, but does it make any difference since the singleton is being destroyed, ie. the app is closed? """""" uses <pattern>does it make any difference</pattern> to indicate that there is something wrong with the current behavior of this code. The answer is YES.",0,0,0,0,0,1
angular,"Hello everyone, I apologize if this question is asked before, but is there any way I can try **tree-shakable components** out? I have read some articles here: [link] , but I think I need to wait for next release.","The sentence """""" I think I need to wait for next release. """""" uses <pattern>need to VB</pattern> to indicate that there is something wrong with ""wait for next release"". The answer is YES.","The sentence """""" I think I need to wait for next release. """""" uses <pattern>need to VB for sth</pattern> to indicate that ""wait for next release"" is an undesired behavior. The answer is YES.","The sentence """""" I think I need to wait for next release. """""" uses <pattern>need to VB</pattern> to indicate that there is something wrong with ""try **tree-shakable components** out"". The answer is YES.",0,0,0,1,0,0
angular,"hi all.. it is possible to pass a method/function via *ngTemplateOutlet which can be called in ng-template? if I pass it as context: {myMethod: componentMethod} and call it in ng-template, it doesn't work. how? let me provide an example really quick","The sentence """""" if I pass it as context: {myMethod: componentMethod} and call it in ng-template, it doesn't work """""" uses <pattern>doesn't work</pattern> to indicate that there is something wrong ""in ng-template"". The answer is YES.",No sentences found to indicate the error or undesired behavior. The answer is NO.,"The sentence """""" and call it in ng-template, it doesn't work """""" uses <pattern>doesn't VB</pattern> to indicate that there is something wrong with ""call it in ng-template"". The answer is YES.",0,1,0,0,0,1
