OQ	I am getting the following messages when I run tsc.  declare var require: Require; ~~~node_modules/@types/requirejs/index.d.ts(416,13): error TS2403: Subsequent variable declarations must have the same type.  Variable 'require' must be of type 'NodeRequire', but here has type 'Require'.3:03:07 PM - Compilation complete. Watching for file changes.  i have node_modules  as exclude in tsconfig.json  __eou__	user	0	1	1	2
CC	DavisSylvester: you have two conflicting declarations for require. You likely have both@types/nodeand@types/requirejs. Is there a reason you need both? __eou__	agent	0	1	0	0
FD	Is your project AMD? __eou__	agent	0	1	0	0
NF	nope __eou__	user	0	1	0	0
IG	then try uninstalling@types/requirejs __eou__	agent	1	1	0	1
PF	thanks a million.   __eou__	user	0	1	0	0
IG	I removed @types/requirejs and all is HAPPY! __eou__	user	1	1	0	1
PF	Thanks@dtabuenc __eou__	user	0	1	0	0

OQ	Hi,I am new to docker and i am building lemp stack using docker every thing work as expected beside some permission issues, how to fix permissions so that php can create files/folders ( the right way).Knowing that i am using nginx:alpine, php:fpm-alpine and a custom container volume  __eou__	user	0	1	1	2
IG	smahi: read back a little bit, I pasted a link regarding a good practice for changing permissions for an app __eou__	agent	0	1	0	0
NF	dragon788: thank you for the link.I did not understand your last question :can you jus docker pullthe image that you are building from to see if it is locally?sorry about that. __eou__	user	0	1	0	0
NF	smahi: sorry,  __eou__	agent	0	1	0	0
CC	was mixing up my conversations, that one was for another convo __eou__	agent	0	1	0	0
IG	kind of sad Gitter doesn't have threading like FlowDock, but that's probably the only thing I really miss, as everything else is very GitHub oriented with the pulls/commits/issues __eou__	agent	1	1	0	1
UF	dragon788: Thank you again for your kindness and help __eou__	user	0	1	0	0

OQ	Hi there. I have just installed the windows Ethereum wallet from ethereum.org. The synchronisation starts but after about two minutes the processing goes into error each time I start it. I see error "ipcProviderBackend - send request failed: Unable to connect to socket: timeout". Is there somebody here who can explain what the problem is?  __eou__	user	0	1	1	2

OQ	Hi, I have a volume mapped from host to container in docker-compose.yml but the container files don’t seem to update when I change the host file. Any suggestions?  __eou__	user	0	1	1	2
CQ	arjunurs: the volume is mapped in Dockerfile? __eou__	agent	0	1	0	0
CC	darkSasori: the volume is mapped in docker-compose.yml file [<-CODE->] __eou__	user	0	1	0	0
FD	darkSasori: I have this in the Dockerfile [<-CODE->] __eou__	user	0	1	0	0
IG	arjunurs: and in your Dockerfile has the declaration of volume```VOLUME /source __eou__	agent	1	1	0	1
FD	arjunurs: you need addVOLUME /sourceto work __eou__	agent	1	1	0	1

OQ	Anyone know of a good example code/repo for Docker(dev+prod)+Node App(requiring build) ?  __eou__	user	0	0	0	0
IG	Unfortunately I had not seen a complete/good sample, and I'm not capable of open-sourcing mine atm, but if you need help feel free to ask... I will say this, check outdocker-composethe second you understand how to make a Dockerfile, and deep dive into networking and volumes, and you should get up to speed pretty quick __eou__	agent	0	0	0	0
AC	at least nothing that suited my needs and/or standards.... I took a TDD approach for development locally, and integration tests for containerized development __eou__	agent	0	0	0	0

OQ	can i ask something about node.js + socket.io here?  Go ahead  hey :)  so  __eou__	user	0	0	0	0
AE	Not sure if I'll be able to answer because class just started, but there are many capable and knowledgeable people here. __eou__	agent	0	0	0	0
FD	i am sending from the client side a messege to the server (for a chat) __eou__	user	0	0	0	0
FD	but i am getting NaN __eou__	user	0	0	0	0
FD	so it is sending numbers __eou__	user	0	0	0	0
FD	how do i send a string? __eou__	user	0	0	0	0
CQ	Can you post your code here? __eou__	agent	0	0	0	0
CC	sorry that i posted it like this __eou__	user	0	0	0	0
IG	you can edit and add ```   before and after the code to format it better __eou__	agent	0	0	0	0
AE	yes is saw it after __eou__	user	0	0	0	0
IG	you can still go back and click edit (right side of message by timstamp) __eou__	agent	0	0	0	0
AE	oh ok __eou__	user	0	0	0	0
IG	it's accent ticks (under the ~ ) __eou__	agent	0	0	0	0
FD	 [<-CODE->]  __eou__	user	0	0	0	0
FD	 [<-CODE->]  __eou__	user	0	0	0	0
CQ	Did socket.io connect on the client side? __eou__	agent	0	0	0	0
JK	NikkCh:  __eou__	agent	0	0	0	0
FD	i am getting message : NaN __eou__	user	0	0	0	0
FD	i am just not getting the text i type in only numbers __eou__	user	0	0	0	0
IG	Look at this [<-CODE->]  __eou__	agent	0	0	0	0
FD	What's wrong in it? __eou__	agent	0	0	0	0
FD	That's the problem you have, right there __eou__	agent	0	0	0	0
AE	wups embarrasing.... __eou__	user	0	0	0	0
UF	thanks for your time __eou__	user	0	0	0	0
GG	You're welcome :) __eou__	agent	0	0	0	0

OQ	guys  i need on help  manikandan can u help me  __eou__	user	0	1	1	2
CC	tell me what you need ? __eou__	agent	0	1	0	0
FD	package audio;import java.net.MalformedURLException;import java.net.URL;import java.util.concurrent.TimeUnit;import org.openqa.selenium.WebDriver;import org.openqa.selenium.remote.CapabilityType;import org.openqa.selenium.remote.DesiredCapabilities;import org.openqa.selenium.remote.RemoteWebDriver;import org.testng.annotations.BeforeTest;import org.testng.annotations.Test;import io.appium.java_client.ios.IOSDriver;import io.appium.java_client.service.local.AppiumDriverLocalService;public class trackinfo {    RemoteWebDriver driver;    AppiumDriverLocalService appiumService;    //String appiumServiceUrl; [<-CODE->]  __eou__	user	0	1	0	0
FD	this the code i am using but i cant connect to appium server __eou__	user	0	1	0	0
FD	but server is running __eou__	user	0	1	0	0
FD	can u help m ein this __eou__	user	0	1	0	0
CQ	appium logs ? __eou__	agent	0	1	0	0
CC	nothing is coming in my appium server __eou__	user	0	1	0	0
CQ	screenshot ? __eou__	agent	0	1	0	0
CC	Last login: Tue Nov 22 12:56:56 on ttys000RIMM12:~ user$ appium[Appium] Welcome to Appium v1.6.1-beta[Appium] Appium REST http interface listener started on 0.0.0.0:4723 __eou__	user	0	1	0	0
FD	its is just in this state only __eou__	user	0	1	0	0
IG	 [<-CODE->] appiumServiceUrl = appiumService.getUrl().toString(); __eou__	agent	1	1	0	1
FD	can you remove above code __eou__	agent	1	1	0	1
FD	 __eou__	agent	1	1	0	1
FD	and run it __eou__	agent	1	1	0	1
UF	ok __eou__	user	0	1	0	0
FD	and __eou__	agent	0	1	0	0
AC	i willl try  it __eou__	user	0	1	0	0
IG	change __eou__	agent	1	1	0	1
FD	RemoteWebDriver __eou__	agent	1	1	0	1
FD	to IOSDriver<> __eou__	agent	1	1	0	1
UF	as ok __eou__	user	0	1	0	0
UF	ok __eou__	user	0	1	0	0
AC	i will try it and say u __eou__	user	0	1	0	0
GG	ok __eou__	agent	0	1	0	0

OQ	For reference, but not worth making an issue of at this time (QupZilla here is not the most recent version):   [<-LINK->]  After the event I browsed back and realised that whilst double-clicking to select text within a title, I had inadvertently clicked a 'CREATE TOPIC' button:   [<-LINK->]  __eou__	user	0	0	0	0
AEFQ	that doesn't look normal at all, does it look like that in other browsers? __eou__	agent	0	0	0	0
FQ	like FireFox? __eou__	agent	0	0	0	0
IG	Not reproducible with Firefox. With regard to QupZilla, see the postscript to [<-ISSUE->] __eou__	user	0	0	0	0
FD	Appearances are very unpredictable, worse, in [<-LINK->] 4.14.10 but (again) that's probably an outdated version. __eou__	user	0	0	0	0
FD	I don't use Konqueror (I launched it out of curiosity), I do sometimes use QupZilla. __eou__	user	0	0	0	0

OQ	hey there campers..... i think there is a bug blocking my progress. I am stuck on the 'Create a Set of Radio Buttons' where I've worte the following code:<input type="text" placeholder="cat photo URL" required><lable>     <input type="radio" name="indoor-outdoor">Indoor</lable><lable><input type="radio" name="indoor-outdoor">Outdoor</lable><button type="submit">Submit</button></form>Please help.  __eou__	user	0	0	0	0
NF	srimanipandey: wrong room __eou__	agent	0	0	0	0

OQ	Hi guys, wanted to know how to download appium 1.6 dmg file . Please help  __eou__	user	0	0	0	0

OQ	how to add unique id to field declared as array in mongoose i know this can work if we define schema for array field but how can this be done without defining schema for array field [<-CODE->]  __eou__	user	0	0	0	0

OQ	I am writing a docker k8s lab handbook [<-LINK->]  __eou__	user	0	0	0	0

OQ	Hello world! Just joining now. Looking forward to learning a bunch from y'all!  __eou__	user	0	0	0	0
FQ	julisan1: Perhaps you meant to go to [<-LINK->] - Just curious, how did you end up in this room (retrace steps)? __eou__	agent	0	0	0	0
PF	MadLittleMods: , I guess you're right. __eou__	user	0	0	0	0
FQ	 [<-CODE->] Still curious on how you got into this room after signing in if you can remember __eou__	agent	0	0	0	0
IG	MadLittleMods: , I was trying out suggestions provided to me by freecodecamp __eou__	user	0	0	0	0
FQ	julisan1: Can you expand or link what you mean by suggestions? __eou__	agent	0	0	0	0
IG	@MadLittleMods @julisan1 I guess these suggestions? __eou__	agent	0	0	0	0

OQ	RatkoD: did the parallel framework work with ios 10 ?  __eou__	user	0	1	1	2
IG	i could not make it work with two ios 10 devices __eou__	agent	1	1	0	1
FD	probably because of problems with signing of the webdriver __eou__	agent	1	1	0	1

OQ	can anyone show me how to handle internal server error with Nodejs please ?  500 error  I would like to redirect user to a custom error page instead of displaying the default error page  __eou__	user	0	0	0	0

OQ	I have a problem with a form validator directive that I created, it seems to not get executed [<-CODE->] The validator looks as follows: [<-CODE->]   Also I noticed that Angular does not error out when I add an unknown attribute to a tag in my template  according to the docs it should error on unknown attributes: [<-LINK->]   __eou__	user	0	1	1	2

OQ	I think, I have something important to say.It's the second time that this happens with me. I install docker on Linux Mint and after some hours the disk is full. Dont know why this happens, but I found out one thing, that also happens these two times. I lost all my system backups (I use timeshift). I dont know if it's some kind of conflit, but I think I have to report this, because it's a shame. The last time I had to reinstall my system, because I couldnt even start the system. This time, when I realise I had just 6GB left, I deleted some stuff here to have at least 20GB free, then disconnect from internet, restart, delete all docker images (Yes, I installed yesterday and I downloaded 4 images) then uninstall docker, and the magic happens. 100GB free right now ... Someone tells me. How this is even possibel that docker uses 100GB ? I was watching the free space decreasing. C'mon. Fix that. Until there, I will be using docker on a virtual machine, because I cant trust this software anymore.  "Fix that."  __eou__	user	0	1	1	2
PF	great feedback __eou__	agent	0	1	0	0

OQ	when I use docker cp it copies to local machine not my aws  EC2 is this normal?  __eou__	user	0	1	1	2
CQ	@quaddo:matrix.org Gutemberg Ribeiro (Gitter): sorry, must have misunderstood where you were going with that. __eou__	agent	0	1	0	0
CQ	@quaddo:matrix.org Daniel Ram (Gitter): seems normal to me. What do you see when you rundocker cp --help? __eou__	agent	0	1	0	0
CC	somebody messed up my docker-compose file and now I need to copy the db exports from the container to the host to preserve them :( __eou__	user	0	1	0	0
IG	@quaddo:matrix.org can you login to the instance and rundocker cp there? __eou__	agent	1	1	0	1
PF	hmm good idea! __eou__	user	0	1	0	0
FQ	hmm once I ssh into the docker-machine it won't have reference to the docker containers? __eou__	user	0	1	0	0
AE	@quaddo:matrix.org can't say I've tried it __eou__	agent	0	1	0	0
AE	@quaddo:matrix.org so, try it :) __eou__	agent	0	1	0	0
IG	@quaddo:matrix.org you might need to become root __eou__	agent	0	1	0	0
FQ	I can ssh into the docker-machine but when I set the env it doesn't exist __eou__	user	0	1	0	0
IG	@quaddo:matrix.org getting in over my head on this one __eou__	agent	0	1	0	0
FD	@quaddo:matrix.org at a fundamental level, why are you not fond of copying to your local filesystem? __eou__	agent	0	1	0	0
CC	files are large. __eou__	user	0	1	0	0
FD	I would have to upload them to the EC2 afterwards and mongo upsert them __eou__	user	0	1	0	0
IG	@quaddo:matrix.org thought that might be the reason __eou__	agent	0	1	0	0
FD	@quaddo:matrix.org let me ponder this a sec __eou__	agent	0	1	0	0
FQ	when I do docker exec -it on the contianer, I can see the files __eou__	user	0	1	0	0
FD	but I can't move them from there __eou__	user	0	1	0	0
FD	when I do docker-machine ssh EC2, I can't locate the container to pull the files __eou__	user	0	1	0	0
FD	Like there should be a way to move the files from a container on the computer that hosts the container right? __eou__	user	0	1	0	0
IG	I guess there's no way arund it __eou__	user	0	1	0	0
FD	I'll just cp the big ass files and reupload them to the same instance, so odd we can't do this. __eou__	user	0	1	0	0
CQ	@quaddo:matrix.org wait, you said you can rundocker exec -iton the container, and you can indeed see the files you want? __eou__	agent	0	1	0	0
CC	matrixbot: yea I can get the files there, but if I try to mv them to a root folder, it won't do it. __eou__	user	0	1	0	0
FD	matrixbot: even as super user __eou__	user	0	1	0	0

OQ	Does anyone know where I can go to get help with angular2 and the jasmine testing framework?  I'm trying to create a jasmine test that makes sure console.log is called in my app.component's ngOnInit my code is here but that doesn't seem to work  more specifically it says "Expected spy log to have been called." so I guess it just hasn\'t....  __eou__	user	0	0	0	0

OQ	hello  trying to run a container but I get that node modules are missing  __eou__	user	0	1	1	2
CQ	mamartins: the container may assume you already rannpm installin the directory where the Dockerfile and packages.json is loacated? __eou__	agent	0	1	0	0
CC	I run CMD ls node_modules and modules are there! __eou__	user	0	1	0	0
FD	now it is working but I did nothing __eou__	user	0	1	0	0
FD	strange ... __eou__	user	0	1	0	0
IG	found what I add to make it work __eou__	user	0	1	0	0
FD	CMD ls node_modulesCMD npm start __eou__	user	0	1	0	0
FD	the first CMD __eou__	user	0	1	0	0
FD	i'll remove to check it problem returns __eou__	user	0	1	0	0
NF	ok error again __eou__	user	0	1	0	0
FD	[<-CODE->]  __eou__	user	0	1	0	0
IG	that sounds like a failure of node inside the container, you might ask in the nodejs/node channel about that __eou__	agent	1	1	0	1
UF	indeed __eou__	user	0	1	0	0

OQ	Guys any idea how to solve this error? [<-CODE->] error: Property 'uid' does not exist on type '{}'.  __eou__	user	0	1	1	2
IG	cast 'res' to your object __eou__	agent	0	1	0	0
IG	.then((res: any) => { __eou__	agent	0	1	0	0
NF	(res : any) is not working, and __eou__	user	0	1	0	0
AE	it should __eou__	agent	0	1	0	0
JK	frankspin89:  __eou__	agent	0	1	0	0

OQ	2.1 is out aaaaaaaaaaand all my builds are broken  nice   [<-ISSUE->]  That is possible withtoString()  __eou__	user	0	0	0	0

OQ	hey ,all!I have problem with downloading local csv file.I have a cli project and my file in src folder.I have next template: [<-CODE->] But it just doesn't work. Any ideas?  __eou__	user	0	1	1	2
IG	I don't think angular-cli serves files from /src directly, put them into assets, as it gets copied over during serve/build __eou__	agent	1	1	0	1

OQ	Hey anyone using microsoft/mssql-server-Linux image?  __eou__	user	0	0	0	0

OQ	 [<-LINK->]   anybody using webpack? im getting an error when importing modules. not on my entry point but inside the module. im using ES6 with babel for transpiling. im getting this error on console when i build.@as3k  __eou__	user	0	1	1	2
IG	This is more an error of what you're exporting __eou__	agent	1	1	0	1
JK	as3k:  __eou__	agent	0	1	0	0
FD	You're exporting an object, and you're declaring a constant inside the object __eou__	agent	1	1	0	1
FD	You do eithermodule.exports = { apikey : blablah... etc } __eou__	agent	1	1	0	1
FD	Or __eou__	agent	1	1	0	1
FD	const config = { values }; module.exports = config ; __eou__	agent	1	1	0	1
UF	ahhhh okay Thanks@jenkynolasco11 __eou__	user	0	1	0	0
AC	ill try that and see if it works __eou__	user	0	1	0	0

OQ	I'm trying to run a safari test on a real iOS device - works in the simulator and on android device but I can't get the apple phone running on appium 1.6.3  it was working previously on appium 1.6.0 with iOS 9  updated phone to 10.2.1 and appium to 1.6.3  getting this:  [<-CODE->]  not sure where undefined command is creeping in from  seems to be failing on the first driver.get()  ok, turns out part of the problem was lcokdown was inaccessible  sudo chmod 777 /var/db/lockdown  __eou__	user	0	1	1	2

OQ	Guys  could you just tell me at this moment we have to sell ETH or just keep it ?  HODL  Is there any rise again like last week ?@jmedran  __eou__	user	0	0	0	0
AE	Hoping it drops more so I can buy more. __eou__	agent	0	0	0	0
AE	jmedran: You tell me to hold it and then you wish it to drop!! what the hell? __eou__	user	0	0	0	0
AE	You should always hodl __eou__	agent	0	0	0	0
AE	If you're trying to short it, good luck. __eou__	agent	0	0	0	0

OQ	hi,everyone.Who knows how to run go-ethereum on Android platforms?  __eou__	user	0	0	0	0

OQ	hi all  Is there a way to set folder ownership on mounted volume?  Somehow, when I change permissions once, it’s kept on my local docker but not on AWS.  __eou__	user	0	1	1	2
AE	ShurikAg: I have a really similar file permission issue. So upvote for any helpful tipp on this :) __eou__	agent	0	1	0	0
IG	I'd suggest checking this out, since running as root is definitely an anti-pattern that should be avoided, [<-LINK->] __eou__	agent	1	1	0	1

OQ	 [<-CODE->] Guys, I'm new to typescript, how do I garantee the object been passed to.setis of a specific type (say, User)?  __eou__	user	0	0	0	0
IG	 [<-CODE->]  __eou__	agent	0	0	0	0
FD	that's the easiest way to validate json against a defined interface __eou__	agent	0	0	0	0
FD	however, if your json is read and stored an ananythen you can't do anything, this type of type checking is only valid at compile time __eou__	agent	0	0	0	0
IG	hmm.. I see...setparam is defined asanyby angularfire lib, so I cant do anything right? __eou__	user	0	0	0	0
FD	if your use case is developer written objects, then it doesn't matter if your.setsignature uses ananyfor a parameter, as long as you validate it ahead of time. you could use a passthru function to do this: [<-CODE->]  __eou__	agent	0	0	0	0
UF	thanks! __eou__	user	0	0	0	0
FQ	Hm.. when I retrieve my object from the server it adds a new field to it (.$key) so I cannot use my type (User) anymore. How can I handle this? __eou__	user	0	0	0	0
IG	use an interface instead of a class? __eou__	agent	0	0	0	0
FD	you probably don't need a class anyway __eou__	agent	0	0	0	0
FD	it is an interface __eou__	user	0	0	0	0
NF	sorry... brain wasn't fully engaged __eou__	agent	0	0	0	0
GG	hehe __eou__	user	0	0	0	0
FD	Why can't you use your type? __eou__	agent	0	0	0	0
FD	extra properties don't matter __eou__	agent	0	0	0	0
PF	yeah.. it should work fine __eou__	agent	0	0	0	0
FD	i don't know. it saysProperty '$key' does not exist on type 'User' __eou__	user	0	0	0	0
IG	only if you are trying to assign an object literal __eou__	agent	0	0	0	0
FD	if you get it from a server it's fine __eou__	agent	0	0	0	0
FD	I'm passing it via parameter __eou__	user	0	0	0	0
CC	are you trying to access $key off of a variable of type User? __eou__	agent	0	0	0	0
FD	if so, that's the problem __eou__	agent	0	0	0	0
FD	ofabricio: if it's coming form the server, extra properties don't matter __eou__	agent	0	0	0	0
FD	if you are coding the object in the code, it won't let you __eou__	agent	0	0	0	0
IG	let foo: User = objFromServer; // this is fine __eou__	agent	0	0	0	0
FD	console.lof(foo.$key); // this is not __eou__	agent	0	0	0	0
PF	I see __eou__	user	0	0	0	0
CC	Hmm.. but I need that key __eou__	user	0	0	0	0
CC	then add it to the interface? __eou__	agent	0	0	0	0
CC	should I create two interfaces? __eou__	user	0	0	0	0
IG	just add a$key?: ...to the interface __eou__	agent	0	0	0	0
FD	either that or cast it to <any> :) __eou__	agent	0	0	0	0
NF	i cannot send a key to the server@dtabuenc __eou__	user	0	0	0	0
FD	or use intersection type __eou__	agent	0	0	0	0
FD	or extend a base interface with the key __eou__	agent	0	0	0	0
FD	you have lots of options __eou__	agent	0	0	0	0
IG	interface IServerObject { $key: string; } __eou__	agent	0	0	0	0
FD	function foo(obj: IServerObject & User) { } __eou__	agent	0	0	0	0
FD	or  you can dointerface User extends IServerObject {} __eou__	agent	0	0	0	0
FD	lots of weird stuff you can do :) __eou__	agent	0	0	0	0
UF	right __eou__	agent	0	0	0	0
FD	it's up to you and what you are trying to do __eou__	agent	0	0	0	0
FD	if you cannot send$keyto the server, you'll have to run your object through a sanitize function to strip the unwanted bits, no way to automate that unfortunately __eou__	agent	0	0	0	0
AC	Hmm.. I think I'm going to create two interfaces then __eou__	user	0	0	0	0
PF	that sounds like the most reasonable plan __eou__	agent	0	0	0	0
CC	not sure yet if I will ever send the objects i retrieve back to the server so this seems to fit better __eou__	user	0	0	0	0
FD	and either use polymorphism or a type union to express the actual object __eou__	agent	0	0	0	0
CC	a type union is a third type? __eou__	user	0	0	0	0
FD	look up Union Types on this page: [<-LINK->]  __eou__	agent	0	0	0	0
UF	Thanks! __eou__	user	0	0	0	0

OQ	I am confused by this, and is probably a misunderstanding on my part. but how is it possible to not support 2.1?   When I add angular to my project, aren't I just consuming the javascript and typings?  How is it possible for Angular TS to conflict with mine?  __eou__	user	0	0	0	0

OQ	Hi, am trying to debug a container that blows up starting my app and am down to looking at linux startup files that process various config files. Why would I be getting a permission denied when trying to copy the entire image from the root as follows:montreux:mlt-viz hkatz$ docker cp   d340eba864a1:/ ~/tmp/dockroot\nmkdir /Users/hkatz/tmp/dockroot/consul-template/config.d: permission denied?  __eou__	user	0	1	1	2

OQ	Are there any practical examples of the "non-deterministic algorithm" of shrinkwrap causing issues? Its a problem Yarn solves, but I don\'t think I\'ve ever seen or even heard of it before  __eou__	user	0	0	0	0
PA	aaronbeall: no, i've asked the yarn team many times and nobody has yet presented one concrete example where yarn is more deterministic than npm in a way that matters in practice. __eou__	agent	0	0	0	0

OQ	Hi@all, I have a important question about the Interfacing in Typescript.Why does this example act like it does? Shouldn't test2,3 and 4 throw errors? [<-CODE->]   __eou__	user	0	0	0	0
CC	Z3roCoder: you should wrap your code in ``` __eou__	agent	0	0	0	0
FD	so it's readable __eou__	agent	0	0	0	0
UF	There we go :) __eou__	user	0	0	0	0
IG	interfaces aren't exclusive __eou__	agent	0	0	0	0
FD	they only require properties be there __eou__	agent	0	0	0	0
FD	it doesn't care about extra properties __eou__	agent	0	0	0	0
FQ	But in case 2 and 3, it requires exactly the properties in the interface __eou__	user	0	0	0	0
FD	b is not in the interface, and this it complains that b shouldnt be there __eou__	user	0	0	0	0
FD	 [<-LINK->]  __eou__	user	0	0	0	0
IG	return{a : 3 b:3}satisfies the interface __eou__	agent	0	0	0	0
CC	Look at my screenshot __eou__	user	0	0	0	0
NF	oh ... on object literals yeah __eou__	agent	0	0	0	0
IG	you need to do any on object literals if you want it to work __eou__	agent	0	0	0	0
FQ	So this is expected behaviour? __eou__	user	0	0	0	0
PF	yes __eou__	agent	0	0	0	0
FD	it's mostly designed for when you are passing object literals to function __eou__	agent	0	0	0	0
FQ	When is, and when isn't, something a object literal in my example? __eou__	user	0	0	0	0
FD	Isn't <ITest>{ a: 3, b: 3 }; also a object literal? __eou__	user	0	0	0	0
IG	yeah but then you are casting it specifically to an ITest __eou__	agent	0	0	0	0
FQ	So what's the difference then betweenreturn <ITest>{ a: 3, b: 3 }; andconst c: ITest = { a: 3, b: 3 } (This complains) __eou__	user	0	0	0	0
CC	what version are you using? __eou__	agent	0	0	0	0
